symbol,fiscaldate_end,reported_currency,operating_cashflow,payments_foroperating_activities,proceeds_fromoperating_activities,changein_operating_liabilities,changein_operating_assets,dpr_depletion_amort,capital_expenditures,changein_receivables,changein_inventory,profit_loss,cashflow_frominvestment,cashflow_fromfinancing,proceeds_fromrepayment_shortterm_debt,payments_forrepurchase_commonstock,payments_forrepurchase_equity,payments_forrepurchase_preferredstock,div_payout,div_payout_commonstock,div_payout_preferredstock,proceedsFromIssuanceOfCommonStock,proceeds_fromissuance_longterm_debtcapital_secnet,proceeds_fromissuance_preferredstock,proceeds_fromrepurchase_equity,proceeds_fromsale_treasurystock,changein_cash_cashequivalents,changein_exchangerate,netincome
FULC,2019-06-30,USD,-12074000.0,0,0,0,0,514000.0,221000.0,0,0.0,-13169000,-221000.0,-529000.0,0,0,0,0,0.0,0.0,0,220000,0,0,0,0,0,0,-13169000.0
FUSN,2020-06-30,USD,-6197000.0,0,0,0,0,98000.0,168000.0,0,0.0,0,-168000.0,257840000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-44733000.0
FUTU,2019-03-31,HKD,-781134000.0,0,0,0,0,0.0,0.0,0,0.0,0,28095000.0,1033300000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,45541000.0
FVRR,2019-06-30,USD,-3354000.0,0,0,0,0,910000.0,503000.0,0,0.0,0,-119894000.0,117731000.0,0,0,0,0,0.0,0.0,0,0,0,0,4881000,0,0,0,-9353000.0
GAN,2020-03-31,USD,-4623000.0,0,0,0,0,0.0,0.0,0,0.0,0,-1668000.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,533000.0
GATO,2020-09-30,USD,-2361000.0,0,0,0,0,594000.0,0.0,0,3000.0,0,-832000.0,4866000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-1185000.0
GBIO,2020-06-30,USD,-15484000.0,0,0,0,0,825000.0,212000.0,0,0.0,-17731000,-129611000.0,212313000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-17731000.0
GBS,2020-12-31,USD,-711450.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,19610073.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-1983964.0
GFL,2020-03-31,USD,-91291000.0,0,0,0,0,122691000.0,100151000.0,0,0.0,0,-1225736000.0,759635000.0,0,0,0,0,0.0,0.0,0,0,0,0,3256708000,0,0,0,-277950000.0
GHIV,2019-12-31,USD,-212066.0,0,0,0,0,0.0,0.0,0,0.0,0,-425879308.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-17771.0
GHLD,2020-09-30,USD,-133948000.0,0,0,0,0,1541000.0,3330000.0,0,0.0,0,-3339000.0,241128000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,182086000.0
GHSI,2019-03-31,USD,-586085.0,0,0,404755,-63906,14444.0,4815.0,-13116,-54178.0,-977887,-4815.0,94250.0,100000,0,0,0,0.0,0.0,0,0,0,0,3976250,0,-496650,0,-1385099.0
GIX,2019-06-30,USD,-280380.0,0,0,0,0,0.0,0.0,0,0.0,0,-172500000.0,175309860.0,0,0,0,0,0.0,0.0,0,0,0,0,175950000,0,0,0,-28800.0
GLEO,2019-09-30,USD,-258550.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-18915.0
GLSI,2020-09-30,USD,0.0,0,0,0,0,903.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-256865.0
GLTO,2020-09-30,USD,-8577000.0,0,0,0,0,82000.0,0.0,0,0.0,0,0.0,55930000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-11651000.0
GNFT,2019-03-31,USD,-23429500.0,0,0,0,0,1574500.0,32500.0,0,0.0,0,-96500.0,60866000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-25566000.0
GNLN,2019-03-31,USD,-7261668.0,0,0,0,0,684080.0,509110.0,0,6652170.0,-14619110,-972428.0,3641833.0,0,0,0,0,-20559.0,-20559.0,0,0,0,0,-3018750,0,-4564710,27553,-17664349.0
GOCO,2020-06-30,USD,-27756000.0,0,0,0,0,24518000.0,4242000.0,0,0.0,0,-4242000.0,-2267000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-22867000.0
GOED,2020-06-30,USD,3702686.0,0,0,0,0,91790.0,0.0,0,-655266.0,0,-7000.0,415766.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-4016828.0
GOSS,2018-12-31,USD,-25023000.0,0,0,0,0,134000.0,322000.0,0,0.0,-38794000,-8681000.0,-2144000.0,0,0,0,0,0.0,0.0,0,0,0,0,303043000,0,0,0,-38794000.0
GP,2020-09-30,USD,-2073354.0,0,0,0,0,117471.0,25233.0,0,471857.0,0,-25233.0,29791358.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-1486160.0
GRCY,2020-06-30,USD,-336.0,0,0,0,0,0.0,0.0,0,0.0,0,-40600000.0,8579.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-1203.0
GRIL,2019-12-31,USD,-1208112.0,700825,0,-182349,-17773,1391990.0,297174.0,-21349,-279.0,-23010130,-588147.0,291807.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,-1504452,0,-23010130.0
GRNV,2019-12-31,USD,-56784.0,0,0,0,0,0.0,0.0,0,0.0,0,-57500000.0,58028068.0,0,0,0,0,0.0,0.0,0,0,0,0,2125100,0,0,0,-12879.0
GRTX,2019-09-30,USD,-12901000.0,0,0,0,0,75000.0,60000.0,0,0.0,-13351000,12770000.0,-345000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-13351000.0
GSAH,2020-06-30,USD,-844858.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,74261.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-46399.0
GSX,2019-06-30,CNY,738758000.0,0,0,0,0,0.0,0.0,0,0.0,0,-609230000.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,16374000.0
GTH,2020-06-30,CNY,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-2832363000.0
GXGX,2019-06-30,USD,-194134.0,0,0,0,0,0.0,0.0,0,0.0,634660,-287500000.0,288844283.0,0,0,0,0,0.0,0.0,0,0,0,0,289500000,0,1150149,0,634660.0
HAPP,2019-09-30,USD,4471677.0,0,0,0,0,345240.0,61830.0,0,-14451.0,0,-30916.0,1068660.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8423300.0
HARP,2018-12-31,USD,-6444000.0,0,0,0,0,197000.0,157000.0,0,0.0,-9731000,-157000.0,68236000.0,0,0,0,0,0.0,0.0,0,0,0,0,89986000,0,0,0,-9729000.0
HBT,2019-09-30,USD,18350000.0,0,0,0,0,996000.0,774000.0,0,0.0,17437000,77320000.0,-82455000.0,0,0,0,0,-9366000.0,9366000.0,0,0,0,0,0,0,0,0,17437000.0
HCDI,2020-09-30,USD,-6957600.0,0,0,0,0,199400.0,79300.0,0,0.0,0,105700.0,8871000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-437100.0
HHR,2019-03-31,RUB,374765000.0,0,0,0,0,165104000.0,84556000.0,0,0.0,0,-290475000.0,-573941000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,209391000.0
HKIB,2019-06-30,HKD,168246205.0,0,0,0,0,0.0,0.0,0,0.0,0,-954552557.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,219671645.0
HOOK,2019-03-31,USD,-12890000.0,0,0,0,0,297000.0,400000.0,0,0.0,-12890000,-400000.0,35157000.0,0,0,0,0,0.0,0.0,0,0,0,0,37274000,0,22701000,-773000,-9329000.0
HOTH,2019-03-31,USD,-763955.0,0,0,-54355,75914,302.0,10000.0,0,0.0,-829365,-10000.0,5857500.0,0,0,0,0,0.0,0.0,0,5857500,0,0,5857500,0,5083545,0,-829365.0
HRMY,2020-09-30,USD,8838000.0,0,0,0,0,1967000.0,0.0,0,-228000.0,0,0.0,136622000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1909000.0
HUIZ,2019-12-31,CNY,-27307000.0,0,0,0,0,1061000.0,2421000.0,0,0.0,0,-2449000.0,18916000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-7545000.0
IBEX,2020-06-30,USD,18066000.0,0,0,0,0,6012000.0,761000.0,0,0.0,0,-640000.0,-11045000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-3805000.0
IDYA,2019-06-30,USD,-10272000.0,0,0,0,0,298000.0,449000.0,0,0.0,-10656000,11411000.0,51674000.0,0,0,0,0,0.0,0.0,0,0,0,0,50848000,0,0,0,-10656000.0
IGMS,2019-09-30,USD,-15380000.0,0,0,0,0,1360000.0,589000.0,0,0.0,-10172000,-58363000.0,224650000.0,0,0,0,0,0.0,0.0,0,0,0,0,269343000,0,0,0,-10172000.0
IHRT,2019-06-30,USD,83201000.0,0,0,0,0,59383000.0,17435000.0,0,0.0,38793000,-17787000.0,-684000.0,0,0,0,0,571000.0,0.0,0,0,0,0,0,0,0,0,38793000.0
IH,2020-09-30,CNY,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,10633000.0
IMAB,2019-12-31,CNY,-215989000.0,0,0,0,0,4372000.0,7624000.0,0,0.0,0,77334000.0,113296000.0,0,0,0,0,0.0,0.0,0,0,0,0,183536000,0,0,0,-348570000.0
IMAC,2018-12-31,USD,-195154.0,0,0,0,0,106246.0,-826157.0,0,0.0,-889126,454578.0,-306983.0,0,0,0,0,0.0,0.0,0,0,0,0,-335320,0,0,0,-937459.0
IMNM,2020-09-30,USD,-2528000.0,0,0,0,0,177000.0,124000.0,0,0.0,0,-124000.0,-393000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-8377000.0
INDO,2019-12-31,USD,-119594.0,0,0,0,0,0.0,0.0,0,0.0,0,-388357.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
INMD,2019-06-30,USD,18501000.0,0,0,0,0,74000.0,86000.0,0,-524000.0,0,-8597000.0,15000.0,0,0,0,0,0.0,0.0,0,0,0,0,137000,0,0,0,15797000.0
INTZ,2020-09-30,USD,-1341000.0,-2000,0,-259000,243000,57000.0,91000.0,-37000,0.0,-1416000,-91000.0,65000.0,0,0,0,0,32000.0,-32000.0,0,0,0,0,108000,0,-1367000,0,-1409000.0
INZY,2020-06-30,USD,-8633000.0,0,0,0,0,26000.0,67000.0,0,0.0,0,5852000.0,31932000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-9473000.0
IPHA,2019-09-30,EUR,-12355500.0,0,0,0,0,13633368.12,748900.92,0,0.0,0,-161500.0,110349771.24,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-47770883.43
ITOS,2020-06-30,USD,-10002000.0,0,0,0,0,129000.0,92000.0,0,0.0,0,-101000.0,-1106000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-7202000.0
IVA,2020-06-30,USD,-3592000.0,0,0,0,0,0.0,0.0,0,0.0,0,-1002000.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
JFIN,2019-03-31,CNY,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,254215000.0
JMIA,2019-03-31,EUR,-39300000.0,0,0,0,0,1700000.0,700000.0,0,-1700000.0,0,-700000.0,71200000.0,0,0,0,0,0.0,0.0,0,0,0,0,75000000,0,0,0,-45700000.0
JUPW,2020-09-30,USD,-465755.0,0,0,0,0,46890.0,0.0,0,-35304.0,0,0.0,295000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-607289.0
JWS,2020-03-31,USD,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-3413.0
KBNT,2020-06-30,USD,-440863.0,0,0,0,0,88030.0,1229.0,0,0.0,0,-1229.0,466190.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-1505320.0
KC,2020-03-31,CNY,93887000.0,0,0,0,0,0.0,0.0,0,0.0,0,-294953000.0,138900000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-331341000.0
KRBP,2020-09-30,USD,-953400.0,0,0,0,0,50400.0,250800.0,0,0.0,0,-250800.0,-10000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-2415700.0
KRKR,2019-09-30,CNY,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-11153000.0
KRON,2020-09-30,USD,-10286000.0,0,0,0,0,196000.0,4165000.0,0,0.0,0,-20781000.0,149297000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-39713000.0
KROS,2020-03-31,USD,-8120000.0,0,0,0,0,63000.0,176000.0,0,0.0,0,-176000.0,55794000.0,0,0,0,0,0.0,0.0,0,0,0,0,56013000,0,0,0,-11892000.0
KRTX,2019-06-30,USD,-9573000.0,0,0,0,0,12000.0,53000.0,0,0.0,-15140000,-64521000.0,314000.0,0,0,0,0,0.0,0.0,0,0,0,0,74887000,0,0,0,-15140000.0
KRUS,2019-08-31,USD,2555000.0,0,0,0,0,628000.0,3038000.0,0,71000.0,916000,-3547000.0,37771000.0,0,0,0,0,0.0,0.0,0,0,0,0,43422000,0,0,0,916000.0
LEGN,2020-06-30,USD,-56885000.0,0,0,0,0,0.0,0.0,0,0.0,0,-9212000.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-134876000.0
LESL,2020-09-30,USD,17488000.0,0,0,0,0,8340000.0,5147000.0,0,32142000.0,0,-5147000.0,-4170000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,42055000.0
LEVI,2019-02-24,USD,146451000.0,2778000,0,-30128000,-13139000,28559000.0,36149000.0,-69672000,48120000.0,146451000,-80211000.0,-55000000.0,886000,3088000,3088000,0,55000000.0,-55000000.0,0,0,0,0,-3088000,0,91451000,0,146577000.0
LINX,2019-06-30,BRL,35836000.0,0,0,0,0,31590000.0,47271000.0,0,0.0,0,6221000.0,741705000.0,0,0,0,0,-25000000.0,-25000000.0,0,0,0,0,0,0,0,0,12468000.0
LIVK,2019-12-31,USD,-84321.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,81113063.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-67402.0
LIZI,2019-12-31,CNY,-38191000.0,0,0,0,0,4021000.0,3865000.0,0,0.0,0,-3865000.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-28950000.0
LI,2020-06-30,CNY,451711000.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-75162000.0
LMPX,2019-12-31,USD,-4107292.0,0,0,0,0,275536.0,26109.0,0,2137258.0,-537558,-52312.0,8593987.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,4434383,0,-572195.0
LSF,2020-09-30,USD,-2450891.0,0,0,0,0,344160.0,874760.0,0,-393756.0,-3355084,3760071.0,74924780.0,0,0,0,0,0.0,0.0,0,0,0,0,76203790,0,0,0,-3355084.0
LSPD,2020-09-30,USD,-7379000.0,0,0,0,0,5715000.0,486000.0,0,-475000.0,0,286000.0,316091000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-19466000.0
LTRN,2020-06-30,USD,-490870.0,0,0,0,0,666.0,0.0,0,0.0,-833422,-7821.0,23662787.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-833422.0
LU,2020-09-30,CNY,5022897000.0,0,0,0,0,0.0,0.0,0,0.0,0,-9458344000.0,6856221000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2184179000.0
LXEH,2020-09-30,CNY,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-3325317.0
LYFT,2019-03-31,USD,-84827000.0,0,0,0,0,23135000.0,25126000.0,0,0.0,-1138473000,670324000.0,-788167000.0,0,0,0,0,0.0,0.0,0,0,0,0,1601000,0,0,0,-1138473000.0
LYRA,2020-03-31,USD,-4017000.0,0,0,0,0,8000.0,8000.0,0,0.0,-4232000,-8000.0,29464000.0,0,0,0,0,0.0,0.0,0,0,0,0,30392000,0,0,0,-4232000.0
MAX,2020-09-30,USD,15000.0,0,0,0,0,210000.0,156000.0,0,0.0,-9869000,-64000.0,-27167000.0,0,0,0,0,-120697000.0,-120697000.0,0,0,0,0,0,0,0,0,-9869000.0
MCBS,2019-09-30,USD,92999000.0,0,0,0,0,623000.0,279000.0,0,0.0,12356000,-71575000.0,96041000.0,0,0,0,0,-2693000.0,2693000.0,0,0,0,0,0,0,0,0,12356000.0
MCMJ,2019-09-30,USD,-426.0,0,0,0,0,0.0,0.0,0,0.0,0,337239.0,10089.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-87.0
MDJH,2018-12-31,USD,-643500.0,0,0,0,0,12580.0,1220.0,0,0.0,0,-1220.0,4103480.0,0,0,0,0,0.0,0.0,0,0,0,0,4103480,0,0,0,-537810.0
MDWT,2020-12-31,USD,-19101153.0,7190184,0,3612725,-848016,12928.0,25070.0,0,0.0,-11914245,-165229996.0,199578638.0,0,25022,25022,0,0.0,0.0,0,0,0,0,64345250,0,15247489,0,-11914245.0
MEC,2019-03-31,USD,4828000.0,0,0,0,0,7650000.0,8151000.0,0,470000.0,2459000,-8142000.0,6580000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,-3061000,0,2459000.0
MEDS,2019-12-31,USD,-182790.0,57756,0,-146102,69383,1250.0,82250.0,87177,-6555.0,-495203,-82252.0,-222552.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,-487594,0,-495203.0
MEG,2020-06-30,USD,7394000.0,0,0,0,0,17344000.0,3315000.0,0,0.0,0,-172309000.0,213412000.0,0,0,0,0,0.0,0.0,0,0,0,0,173685000,0,0,0,-28024000.0
MIRM,2019-06-30,USD,-8017000.0,0,0,0,0,88000.0,0.0,0,0.0,-13557000,-58401000.0,58760000.0,0,0,0,0,0.0,0.0,0,0,0,0,59977000,0,0,0,-13557000.0
MITO,2019-03-31,USD,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-43178000.0
MKD,2019-12-31,CNY,-62409000.0,0,0,0,0,658000.0,154000.0,0,-411000.0,0,-154000.0,44930000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-60326000.0
MNPR,2019-12-31,USD,-668705.0,0,0,304229,-109879,0.0,0.0,0,0.0,-1224895,0.0,9386869.0,0,0,0,0,0.0,0.0,0,0,0,0,10332220,0,8719389,0,-1206859.0
MNSO,2020-09-30,CNY,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-1672619000.0
MOHO,2019-09-30,USD,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1977000.0
MORF,2019-06-30,USD,-14068000.0,0,0,0,0,199000.0,497000.0,0,0.0,-9433000,17681000.0,-1833000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-9433000.0
MRVI,2020-12-31,USD,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,25209000.0
MTC,2018-12-31,USD,-1870350.0,0,0,0,0,27310.0,23860.0,0,0.0,0,-66310.0,1848890.0,0,0,0,0,0.0,0.0,0,0,0,0,1666870,0,0,0,-2349000.0
MWK,2019-06-30,USD,-4366000.0,0,0,0,0,40000.0,11000.0,0,-2514000.0,-16879000,-11000.0,30937000.0,0,0,0,0,0.0,0.0,0,0,0,0,30902000,0,0,0,-16879000.0
NBAC,2019-12-31,USD,-358.0,0,0,0,0,0.0,0.0,0,0.0,0,-57500000.0,-5149.0,0,0,0,0,0.0,0.0,0,0,0,0,25000,0,0,0,-175.0
NCNO,2020-07-31,USD,23477000.0,0,0,0,0,1757000.0,1861000.0,0,0.0,0,-1861000.0,268002000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-14646000.0
NFE,2018-12-31,USD,-40071000.0,0,0,0,0,1258000.0,68290000.0,9870000,-3195000.0,-34763000,-72320000.0,145040000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-34729000.0
NGMS,2020-12-31,USD,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2494000.0
NGM,2019-03-31,USD,-9342000.0,0,0,0,0,1508000.0,1766000.0,3669000,0.0,-9342000,2493000.0,-3000.0,0,0,0,0,0.0,0.0,0,0,0,0,-3000,0,-9610000,0,-8268000.0
NKTX,2020-06-30,USD,-10241460.0,0,0,0,0,140703.0,2486757.0,0,0.0,0,2813243.0,8813665.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-51065117.0
NNOX,2020-09-30,USD,-3440000.0,0,0,0,0,0.0,0.0,0,0.0,0,-1280000.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-11055000.0
NOVA,2019-06-30,USD,-31264000.0,0,0,0,0,11631000.0,95894000.0,0,0.0,-49807000,-124730000.0,176203000.0,0,0,0,0,0.0,0.0,0,-484000,0,0,-256000,0,0,0,-50738000.0
NTST,2020-06-30,USD,905000.0,0,0,0,0,3116000.0,0.0,0,0.0,-405000,-141477000.0,-1320000.0,0,0,0,0,-6000.0,-6000.0,0,0,0,0,0,0,0,0,-294000.0
NUZE,2020-06-30,USD,-767962.0,82587,0,112742,-97741,101007.0,0.0,-257649,52361.0,-2542418,513554.0,4835861.0,-23363,0,0,0,0.0,0.0,0,4873263,0,0,4873263,0,4592192,10739,-2541062.0
NXTC,2019-03-31,USD,-7080000.0,0,0,0,0,563000.0,935000.0,0,0.0,-6155000,-935000.0,2970000.0,0,0,0,0,0.0,0.0,0,4000,0,0,4000,0,0,0,-6155000.0
OCFT,2019-12-31,CNY,-344181000.0,0,0,0,0,1.49,101756000.0,0,0.0,0,-1716686000.0,2213173000.0,0,0,0,0,0.0,0.0,0,0,0,0,2137257000,0,0,0,-619375000.0
OLMA,2020-12-31,USD,-9013000.0,0,0,0,0,0.0,0.0,0,0.0,0,-51000.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-10131000.0
