symbol,fiscaldate_end,reported_currency,operating_cashflow,payments_foroperating_activities,proceeds_fromoperating_activities,changein_operating_liabilities,changein_operating_assets,dpr_depletion_amort,capital_expenditures,changein_receivables,changein_inventory,profit_loss,cashflow_frominvestment,cashflow_fromfinancing,proceeds_fromrepayment_shortterm_debt,payments_forrepurchase_commonstock,payments_forrepurchase_equity,payments_forrepurchase_preferredstock,div_payout,div_payout_commonstock,div_payout_preferredstock,proceedsFromIssuanceOfCommonStock,proceeds_fromissuance_longterm_debtcapital_secnet,proceeds_fromissuance_preferredstock,proceeds_fromrepurchase_equity,proceeds_fromsale_treasurystock,changein_cash_cashequivalents,changein_exchangerate,netincome
OM,2020-09-30,USD,-29116000.0,0,0,0,0,433000.0,1459000.0,0,-7211000.0,0,-31882000.0,259758000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-42294000.0
ONEM,2019-12-31,USD,-7576000.0,0,0,0,0,4828000.0,16790000.0,0,106000.0,-19518000,3090000.0,-23000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-19426000.0
OPT,2020-09-30,AUD,-12365224.0,0,0,0,0,0.0,0.0,0,0.0,0,468575.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
ORCC,2019-06-30,USD,-170859000.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,1230125000.0,0,0,0,0,-44496000.0,-44496000.0,0,0,0,0,2330510000,0,0,0,124670000.0
ORIC,2020-03-31,USD,-8279000.0,0,0,0,0,250000.0,4000.0,0,0.0,0,189000.0,-1627000.0,0,0,0,0,0.0,0.0,0,0,0,0,12000,0,0,0,-8872000.0
ORPH,2020-09-30,DKK,-167453500.0,0,0,0,0,0.0,0.0,0,0.0,0,-1670500.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
ORSN,2019-06-30,USD,-103.0,0,0,0,0,0.0,0.0,0,0.0,-103,-44396976.0,-85406.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,-85509,0,-103.0
OSH,2020-06-30,USD,-6337000.0,0,0,0,0,5178000.0,8043000.0,0,0.0,0,-4661000.0,204970000.0,0,0,0,0,0.0,0.0,0,0,0,0,224363000,0,0,0,-42199000.0
PAND,2020-06-30,USD,-9302000.0,0,0,0,0,103000.0,495000.0,0,0.0,-9237000,-495000.0,47864000.0,0,0,0,0,0.0,0.0,0,0,0,0,-136000,0,0,0,-9237000.0
PBTS,2019-03-31,USD,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-1442525.0
PCVX,2020-06-30,USD,-9172000.0,0,0,0,0,355000.0,55000.0,0,0.0,0,-55000.0,264482000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-20320000.0
PFHD,2019-12-31,USD,5640000.0,0,0,0,0,421000.0,729000.0,0,0.0,0,-22236000.0,85051000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,988000.0
PGNY,2019-09-30,USD,5879000.0,0,0,0,0,535000.0,420000.0,0,0.0,-8210000,-420000.0,1907000.0,0,0,0,0,0.0,0.0,0,0,0,0,-182000,0,0,0,-8210000.0
PHAT,2019-09-30,USD,-7108000.0,0,0,0,0,2000.0,26000.0,0,0.0,-68112000,-26000.0,-1299000.0,0,0,0,0,0.0,0.0,0,0,0,0,-1299000,0,0,0,-68112000.0
PINE,2019-12-31,USD,1877975.0,0,0,0,0,5545790.0,152919800.0,0,0.0,0,-125918772.0,156346910.0,0,0,0,0,-529340.0,-529340.0,0,0,0,0,150000000,0,0,0,3585360.0
PING,2019-09-30,USD,410000.0,0,0,0,0,8219000.0,2187000.0,0,0.0,-595000,-5255000.0,3925000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-595000.0
PLIN,2019-06-30,USD,-893555.0,0,0,0,0,689530.0,20640.0,0,9177.0,0,-6433.0,6650530.0,0,0,0,0,0.0,0.0,0,0,0,0,4595630,0,0,0,4363590.0
PLMR,2019-03-31,USD,22307000.0,0,0,0,0,6975000.0,27000.0,0,0.0,22307000,3630000.0,-5120000.0,0,0,0,0,-5120000.0,-5120000.0,0,0,0,0,0,0,0,0,-14411000.0
PPD,2019-12-31,USD,119224000.0,0,0,0,0,66934000.0,36026000.0,-18857000,0.0,18294000,-37680000.0,-168810000.0,0,1274000,0,0,-1246000000.0,-1246000000.0,0,0,0,0,-1274000,0,0,0,16750000.0
PRFX,2020-09-30,USD,-1121000.0,0,0,0,0,0.0,0.0,0,0.0,0,-5000.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
PROS,2019-06-30,USD,74532000.0,0,0,0,0,2031000.0,1606000.0,0,0.0,8618000,-74599000.0,33450000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8618000.0
PRVL,2019-06-30,USD,-10129000.0,0,0,0,0,56175.0,1282000.0,0,0.0,-15103000,-1282000.0,113239000.0,0,0,0,0,0.0,0.0,0,0,0,0,166255000,0,0,0,-15103000.0
PSNL,2019-06-30,USD,-10902000.0,0,0,0,0,1100000.0,1841000.0,0,-654000.0,-5869000,-1841000.0,142777000.0,0,0,0,0,0.0,0.0,0,0,0,0,144644000,0,0,0,-5869000.0
PSN,2019-03-31,USD,21160000.0,0,0,0,0,30591000.0,11041000.0,0,0.0,21160000,-301059000.0,210623000.0,0,0,0,0,-52093000.0,-52093000.0,0,0,0,0,-813000,0,0,0,9741000.0
PSTL,2019-03-31,USD,517313.0,0,0,0,0,485992.0,11840.0,109044,0.0,257076,-656960.0,272042.0,0,0,0,0,-1218036.0,-1218036.0,0,0,0,0,0,0,132395,0,257076.0
PTK,2020-06-30,USD,25177.0,0,0,0,0,0.0,0.0,0,0.0,0,-115000000.0,-42930.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-106820.0
PTVE,2020-09-30,USD,173000000.0,0,0,0,0,73000000.0,115000000.0,0,18000000.0,-359000000,-112000000.0,206000000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,389000000,0,-359000000.0
PUBM,2020-12-31,USD,10538000.0,0,0,0,0,4169000.0,12880000.0,0,0.0,0,-18086000.0,50038000.0,0,0,0,0,0.0,0.0,0,0,0,0,-2000,0,0,0,18825000.0
PUYI,2019-03-31,USD,25891500.0,0,0,0,0,561000.0,2125500.0,0,0.0,0,5037500.0,76930000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3518000.0
PYPD,2020-06-30,USD,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-16993000.0
QH,2020-06-30,CNY,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,20660000.0
QK,2019-09-30,CNY,-32500000.0,0,0,0,0,55895000.0,66590000.0,0,0.01,0,-63743000.0,-105817000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-125116000.0
RAPT,2019-09-30,USD,-12139000.0,0,0,0,0,342000.0,76000.0,0,0.0,-9967000,-76000.0,663000.0,0,0,0,0,0.0,0.0,0,0,0,0,15161000,0,0,0,-9971000.0
RBKB,2018-12-31,USD,1795000.0,3058000,0,668000,10999000,363000.0,712000.0,105000,0.0,1198000,-22824000.0,59023000.0,-6711000,0,0,0,0.0,0.0,0,0,0,0,0,0,37994000,0,1198000.0
REAL,2019-06-30,USD,-23603000.0,0,0,0,0,3185000.0,6299000.0,0,2136000.0,-26875000,-7626000.0,-3968000.0,0,0,0,0,0.0,0.0,0,0,0,0,71550000,0,0,0,-26875000.0
REYN,2019-12-31,USD,257000000.0,0,0,0,0,28000000.0,35000000.0,0,-58000000.0,90000000,-35000000.0,-135000000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,90000000.0
RICE,2020-09-30,USD,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
RKT,2020-06-30,USD,-2303310000.0,0,0,0,0,32304000.0,42221000.0,0,0.0,0,-3949000.0,2107923000.0,0,0,0,0,0.0,0.0,0,0,0,0,-1590711000,0,0,0,3558491000.0
RLAY,2020-06-30,USD,-20844000.0,0,0,0,0,865000.0,414000.0,0,0.0,0,87648000.0,-93000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-26724000.0
RMBI,2019-06-30,USD,2856379.0,0,0,0,0,266667.0,182060.0,0,0.0,-754909,-28863723.0,197484661.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,171477317,0,335125.0
RNLX,2020-06-30,USD,-2924000.0,0,0,0,0,0.0,0.0,0,0.0,0,6702000.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
RPRX,2020-06-30,USD,489004000.0,0,0,0,0,5733000.0,0.0,0,0.0,601976000,-249373000.0,1579432000.0,0,0,0,0,-143579000.0,-143579000.0,0,0,0,0,0,0,0,0,442074000.0
RPTX,2020-06-30,USD,36684000.0,0,0,0,0,207000.0,13000.0,0,0.0,0,-13000.0,249026000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-11802000.0
RTLR,2019-06-30,USD,84157000.0,0,0,0,0,10158000.0,51192000.0,0,0.0,46679000,-88594000.0,-3887000.0,0,0,0,0,-726513000.0,-726513000.0,0,0,0,0,721626000,0,0,0,4803000.0
RUHN,2019-03-31,CNY,-9384630.0,0,0,0,0,6486230.0,6820390.0,0,66648656.0,0,-6702210.0,88987310.0,0,0,0,0,0.0,0.0,0,0,0,0,10,0,0,0,-84923630.0
RVLV,2019-06-30,USD,6759000.0,0,0,0,0,889000.0,4768000.0,0,4801000.0,12741000,-4768000.0,15783000.0,0,0,0,0,0.0,0.0,0,0,0,0,16261000,0,0,0,12741000.0
RVMD,2019-12-31,USD,-11652000.0,0,0,0,0,598000.0,510000.0,0,0.0,-14596000,8021000.0,-1534000.0,0,0,0,0,0.0,0.0,0,0,0,0,100260000,0,0,0,-14596000.0
SCPE,2019-06-30,USD,-120.0,0,0,0,0,0.0,0.0,0,0.0,0,-172500000.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-70.0
SDC,2019-09-30,USD,-94123000.0,0,0,0,0,6514000.0,28207000.0,0,884000.0,-387564000,-28207000.0,520805000.0,0,0,0,0,0.0,0.0,0,0,0,0,507673000,0,0,0,-88296000.0
SDGR,2019-12-31,USD,-11265000.0,0,0,0,0,908000.0,157000.0,0,0.0,-7145000,6377000.0,-1715000.0,0,0,0,0,0.0,0.0,0,0,0,0,30442000,0,0,0,-6769000.0
SGTX,2020-12-31,USD,-17123000.0,0,0,0,0,226000.0,495000.0,0,0.0,0,0.0,157747000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-15189000.0
SHC,2020-12-31,USD,21845000.0,0,0,0,0,36405000.0,19867000.0,0,-3391000.0,0,-18774000.0,-10529000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-43680000.0
SILK,2019-03-31,USD,-24158000.0,0,0,0,0,174000.0,117000.0,0,2339000.0,-24158000,-117000.0,-744000.0,0,0,0,0,0.0,0.0,0,375000,0,0,405000,0,0,0,-24158000.0
SITM,2019-12-31,USD,2496000.0,0,0,0,0,2114000.0,594000.0,0,-777000.0,633000,-992000.0,52682000.0,0,0,0,0,0.0,0.0,0,0,0,0,56353000,0,0,0,633000.0
SLGG,2019-03-31,USD,-3322000.0,0,0,0,0,2769000.0,18000.0,173000,0.0,-16069000,-424000.0,22458000.0,0,0,0,0,0.0,0.0,0,0,0,0,22458000,0,18712000,0,-16069000.0
SNDL,2019-06-30,CAD,-9664000.0,0,0,0,0,1501000.0,33437000.0,0,0.0,0,-29002000.0,64095000.0,0,0,0,0,0.0,0.0,0,0,0,0,17987000,0,0,0,-12322000.0
SNOW,2020-09-30,USD,-19754000.0,0,0,0,0,2849000.0,18114000.0,0,0.0,0,-433635000.0,4254420000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-168889000.0
SOAC,2020-03-31,USD,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-58999.0
SOLY,2019-03-31,USD,-3297337.0,20038,0,-1230622,220349,29703.0,784568.0,0,0.0,-3208345,-784568.0,9009160.0,0,0,0,0,0.0,0.0,0,0,0,0,9714200,0,4927255,0,-3208345.0
SONM,2019-03-31,USD,-4528000.0,0,0,0,0,892000.0,82000.0,11379000,7233000.0,-5124000,-191000.0,1522000.0,0,0,0,0,0.0,0.0,0,0,0,0,1645000,0,-3197000,0,-5124000.0
SPNV,2020-09-30,USD,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
SPRB,2020-09-30,USD,-7597000.0,0,0,0,0,8000.0,43000.0,0,0.0,0,-43000.0,43197000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-9587000.0
SQFT,2020-09-30,USD,2695423.0,0,0,-113409,-1174119,1626917.0,2703865.0,0,0.0,-1384468,1552140.0,-2899526.0,-7154118,0,18000,0,0.0,0.0,0,0,0,0,-18000,0,1348037,0,-1748245.0
SSPK,2019-06-30,USD,-5000.0,0,0,0,0,0.0,0.0,0,0.0,0,-178571500.0,5000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-5000.0
STEP,2020-09-30,USD,53941000.0,0,0,0,0,1393000.0,401000.0,0,0.0,0,-4137000.0,19446000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-790000.0
STOK,2019-06-30,USD,-6274000.0,0,0,0,0,105000.0,392000.0,0,0.0,-7819000,-392000.0,150638000.0,0,0,0,0,0.0,0.0,0,0,0,0,152014000,0,0,0,-7819000.0
STSA,2019-09-30,USD,-11317000.0,0,0,0,0,38000.0,-19000.0,0,0.0,-8260000,-33899000.0,75259000.0,0,0,0,0,0.0,0.0,0,0,0,0,136693000,0,0,0,-8260000.0
SWAV,2019-03-31,USD,-14415000.0,0,0,0,0,255000.0,420000.0,0,1883000.0,-12799000,-420000.0,113256000.0,0,0,0,0,0.0,0.0,0,0,0,0,103256000,0,0,0,-12799000.0
SWTX,2019-09-30,USD,-11113000.0,0,0,0,0,63000.0,84000.0,0,0.0,-16833000,-84000.0,169731000.0,0,0,0,0,0.0,0.0,0,0,0,0,333688000,0,0,0,-16833000.0
SXTC,2018-12-31,USD,237161.0,0,0,0,0,49118.0,263135.0,0,38702.0,0,-268775.0,4521042.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,273432.0
SYTA,2020-09-30,CAD,-1155250.0,0,0,0,0,480112.0,614974.0,0,516656.0,0,-614974.0,15528942.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-2506798.0
SY,2019-03-31,CNY,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,45905000.0
TARS,2020-09-30,USD,-6572000.0,0,0,0,0,80000.0,135000.0,0,0.0,0,-135000.0,39901000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-10138000.0
TFFP,2019-09-30,USD,-3071378.0,0,0,0,0,0.0,0.0,0,0.0,-2838303,0.0,-10167.0,0,0,0,0,0.0,0.0,0,0,0,0,7198230,0,0,0,-2838303.0
THBR,2019-06-30,USD,-105.0,0,0,0,0,0.0,0.0,0,0.0,-26355,-345000000.0,-2152.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-26355.0
THCA,2019-06-30,USD,-371.0,0,0,0,0,0.0,0.0,0,0.0,-29,-172500000.0,4515.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,4144,0,-29.0
THCB,2019-03-31,USD,-27594.0,0,0,0,0,0.0,0.0,0,0.0,283325,-276000000.0,276819240.0,0,0,0,0,0.0,0.0,0,0,0,0,277350000,0,791641,0,283325.0
THRY,2020-09-30,USD,76719000.0,0,0,0,0,0.0,0.0,0,0.0,0,-4011000.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-145000.0
TIGR,2019-03-31,USD,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-2874273.0
TIG,2020-06-30,USD,24355000.0,0,0,0,0,250000.0,50000.0,0,0.0,0,15577000.0,-8542000.0,0,0,0,0,-19496000.0,-19496000.0,0,0,0,0,0,0,0,0,3720000.0
TMDX,2019-03-31,USD,-7266000.0,0,0,0,0,245000.0,3000.0,0,2468000.0,-6895000,-3000.0,-697000.0,0,0,0,0,0.0,0.0,0,0,0,0,8000,0,0,0,-6895000.0
TPGY,2020-09-30,USD,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-14183.0
TUFN,2019-03-31,USD,11905000.0,0,0,0,0,367000.0,844000.0,0,0.0,0,-854000.0,-219000.0,0,0,0,0,0.0,0.0,0,0,0,0,50000,0,0,0,-4448000.0
TW,2019-03-31,USD,-21079000.0,0,0,0,0,33503000.0,8283000.0,0,0.0,0,-8283000.0,-20000000.0,0,0,0,0,-20000000.0,-20000000.0,0,0,0,0,0,0,0,0,42352000.0
UBER,2019-03-31,USD,-722000000.0,0,0,0,0,146000000.0,129000000.0,0,0.0,-1016000000,204000000.0,-46000000.0,0,0,0,0,0.0,0.0,0,0,0,0,2000000,0,0,0,-1012000000.0
UCL,2020-06-30,USD,-2773000.0,0,0,0,0,0.0,0.0,0,0.0,0,-33330000.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-41617000.0
UPST,2020-12-31,USD,68514000.0,0,0,0,0,647000.0,1356000.0,0,0.0,0,8807000.0,123364000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1027000.0
VIAO,2020-09-30,EUR,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1400000.0
VIE,2019-09-30,USD,-43546000.0,0,0,0,0,19000.0,416000.0,0,0.0,-48410000,-67852000.0,78107000.0,0,0,0,0,0.0,0.0,0,0,0,0,168273000,0,0,0,-48410000.0
VIRI,2020-12-31,USD,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-6501228.0
VIR,2019-09-30,USD,-36955000.0,0,0,0,0,900000.0,1257000.0,0,0.0,-48314000,47292000.0,1732000.0,0,0,0,0,0.0,0.0,0,0,0,0,318401000,0,0,0,-48314000.0
VIST,2019-06-30,USD,4870000.0,0,0,0,0,44274000.0,40606000.0,0,-2117000.0,0,-127639000.0,23794000.0,0,0,0,0,0.0,0.0,0,0,0,0,-248000,0,0,0,3702000.0
VITL,2020-06-30,USD,16881000.0,0,0,0,0,498000.0,1119000.0,0,2134000.0,0,-1119000.0,-379000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,5964000.0
VSPR,2020-09-30,USD,-540.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,25540.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-1540.0
VSTA,2020-06-30,BRL,106932000.0,0,0,0,0,43534000.0,20501000.0,0,-17748000.0,0,-20501000.0,2052000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-54938000.0
VTRU,2020-09-30,BRL,42381000.0,0,0,0,0,13131000.0,10337000.0,0,0.0,0,-495430000.0,472746000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,4000000.0
WAFU,2019-03-31,USD,-88962.0,0,0,0,0,131020.0,350280.0,0,39136.0,0,-38281.0,11720.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-1018530.0
WIMI,2020-03-31,CNY,5738546.0,0,0,0,0,0.0,0.0,0,0.0,0,-50356753.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
WISH,2020-12-31,USD,-24000000.0,0,0,0,0,3000000.0,1000000.0,0,0.0,0,88000000.0,1047000000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-569000000.0
WMG,2020-06-30,USD,123000000.0,56000000,0,21000000,-52000000,62000000.0,30000000.0,-39000000,-7000000.0,-946000000,-36000000.0,-43000000.0,0,0,0,0,37000000.0,-37000000.0,0,0,0,0,0,0,44000000,0,-520000000.0
WORK,2019-07-31,USD,321000.0,0,0,0,0,6781000.0,8192000.0,0,0.0,-359616000,239131000.0,2334000.0,0,0,0,0,0.0,0.0,0,0,0,0,10275000,0,0,0,-359562000.0
WPF,2020-06-30,USD,-334857.0,0,0,0,0,0.0,0.0,0,0.0,-1584,-1035000000.0,1036620046.0,0,0,0,0,0.0,0.0,0,25000,0,0,0,0,0,0,-1584.0
WSG,2019-06-30,EUR,30704000.0,0,0,0,0,28191846.55,9952428.89,0,0.0,0,-41991000.0,131999000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,23446000.0
WTRE,2019-03-31,USD,70306000.0,0,0,0,0,38000.0,0.0,0,0.0,0,-31877000.0,-45918000.0,0,0,0,0,-4816000.0,-4816000.0,0,0,0,0,0,0,0,0,52539000.0
XPEV,2020-09-30,CNY,747252000.0,0,0,0,0,0.0,0.0,0,0.0,0,-5924452000.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-1148761000.0
XP,2019-12-31,BRL,-3832413000.0,0,0,0,0,28309000.0,77725000.0,0,0.0,0,-77725000.0,3945326000.0,0,0,0,0,-500000000.0,-500000000.0,0,0,0,0,4482002000,0,0,0,381186000.0
YALA,2020-09-30,USD,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-30980276.0
YJ,2019-03-31,CNY,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,14745000.0
YQ,2020-12-31,CNY,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-365059000.0
YSG,2020-12-31,CNY,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-1530596000.0
ZCMD,2020-03-31,USD,-1186251.0,0,0,0,0,0.0,0.0,0,0.0,0,-70194.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
ZGYH,2019-12-31,USD,-86.0,0,0,0,0,0.0,0.0,0,0.0,0,-69000000.0,3510.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-130.0
ZI,2020-06-30,USD,25300000.0,0,0,0,0,-24200000.0,0.0,0,0.0,-69500000,-4100000.0,-553500000.0,0,0,0,0,0.0,0.0,0,0,0,0,-320500000,0,0,0,-19600000.0
ZNTL,2020-03-31,USD,-16871000.0,0,0,0,0,38000.0,31000.0,0,0.0,0,-31000.0,13474000.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,-16126000.0
